Name,Bezugseinheit,"Energie, Kilojoule (kJ)","Energie, Kalorien (kcal)","Fett, total (g)","Fettsäuren, gesättigt (g)","Fettsäuren, einfach ungesättigt (g)","Fettsäuren, mehrfach ungesättigt (g)",Cholesterin (mg),"Kohlenhydrate, verfügbar (g)",Zucker (g),Stärke (g),Nahrungsfasern (g),Protein (g),Salz (NaCl) (g),Wasser (g),,,,,,,,,,,,,,,,,,,,,Phosphor (P) (mg),Eisen (Fe) (mg),Jod (I) (µg),Zink (Zn)  (mg),Selen (Se) (µg)
"Rettich, roh",pro 100g essbarer Anteil,76,18,0.3,Sp.,Sp.,Sp.,0,2.6,2.6,0,1.2,0.6,0,94.8,,,,,,,,,,,,,,,,,,,,,18,0.8,1.2,0.2,k.A.
"Rhabarber, roh",pro 100g essbarer Anteil,51,12,0.1,Sp.,Sp.,Sp.,0,1,1,0,2.5,0.6,0,93.5,,,,,,,,,,,,,,,,,,,,,19,0.3,2.3,0.2,k.A.
"Rhabarberkompott, gezuckert",pro 100g essbarer Anteil,341,81,0.1,0,0,0,0,18.4,18.4,0,2.1,0.5,0,78.9,,,,,,,,,,,,,,,,,,,,,16,0.2,1.9,0.1,k.A.
"Rhabarberkuchen, gebacken (mit Blätterteig)",pro 100g essbarer Anteil,483,116,6.4,1.9,2.8,1.1,18,10.8,2.4,8.3,2,2.7,0.3,78.2,,,,,,,,,,,,,,,,,,,,,39,0.4,4.5,0.3,k.A.
"Rhabarberkuchen, hausgemacht, gebacken (mit Kuchenteig)",pro 100g essbarer Anteil,479,115,5.8,1.7,2.5,1,18,11.6,2.5,9.1,2.1,2.9,0.2,77.7,,,,,,,,,,,,,,,,,,,,,48,0.5,4.5,0.4,k.A.
"Rind, Brust, gekocht (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,1060,254,15.6,6.7,7.4,0.6,100,0,0,0,0,28.3,0.1,56,,,,,,,,,,,,,,,,,,,,,210,3.6,0.5,8,k.A.
"Rind, Brust, roh",pro 100g essbarer Anteil,784,188,12.5,5.4,5.9,0.5,60,0,0,0,0,18.9,0.1,67.7,,,,,,,,,,,,,,,,,,,,,190,2.2,0.3,4.8,k.A.
"Rind, Eckstück, roh",pro 100g essbarer Anteil,469,111,2.3,1.1,0.9,0.1,55,0,0,0,0,22.6,0.1,74,,,,,,,,,,,,,,,,,,,,,200,2.2,3,3.9,6.1
"Rind, Entrecôte, medium"" gebraten (ohne Zusatz von Fett und Salz)""",pro 100g essbarer Anteil,684,162,4.6,2.2,2.3,0.4,63,0,0,0,0,30.2,0.1,65.2,,,,,,,,,,,,,,,,,,,,,210,1.7,4.1,4.7,12
"Rind, Entrecôte, roh",pro 100g essbarer Anteil,561,133,4.5,2.2,2.2,0.4,46,0,0,0,0,23.2,0.1,71,,,,,,,,,,,,,,,,,,,,,180,1.3,3,3.4,9
"Rind, Filet, medium"" gebraten (ohne Zustatz von Fett und Salz)""",pro 100g essbarer Anteil,543,128,2,0.9,0.9,0.1,47,0,0,0,0,27.7,0.1,70.4,,,,,,,,,,,,,,,,,,,,,190,2.9,0.1,5.9,k.A.
"Rind, Filet, roh",pro 100g essbarer Anteil,444,105,2,0.9,0.9,0.1,35,0,0,0,0,21.9,0.1,75.1,,,,,,,,,,,,,,,,,,,,,160,2.3,0.1,4.4,k.A.
"Rind, Gehacktes, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,884,211,8.9,3.8,4,0.6,89,0,0,0,0,32.6,0.2,58.5,,,,,,,,,,,,,,,,,,,,,220,3,4.8,7,k.A.
"Rind, Gehacktes, roh",pro 100g essbarer Anteil,645,154,7.5,3.2,3.4,0.5,56,0,0,0,0,21.6,0.2,69.7,,,,,,,,,,,,,,,,,,,,,160,2,3,4.4,k.A.
"Rind, Geschnetzeltes, roh",pro 100g essbarer Anteil,433,102,1.5,0.6,0.6,0.3,56,0,0,k.A.,0,22.2,0.1,74,,,,,,,,,,,,,,,,,,,,,190,1.4,3,3.5,7.6
"Rind, Hals, roh",pro 100g essbarer Anteil,626,150,8.1,4,3.3,0.3,60,0,0,0,0,19.3,0.1,71.7,,,,,,,,,,,,,,,,,,,,,160,2.1,0.2,5.7,k.A.
"Rind, Hohrücken, roh",pro 100g essbarer Anteil,692,165,9,4,3.3,0.7,58,0,0,k.A.,0,21.1,0.1,68.6,,,,,,,,,,,,,,,,,,,,,170,1.5,3,5,11
"Rind, Leber, roh",pro 100g essbarer Anteil,581,138,3.9,1.4,0.6,0.8,354,5.3,0,0,0,20.5,0.3,69.1,,,,,,,,,,,,,,,,,,,,,360,7,13,4.8,k.A.
"Rind, Runder Mocken, roh",pro 100g essbarer Anteil,447,106,1.8,0.8,0.8,0.3,52,0,0,k.A.,0,22.4,0.1,73.8,,,,,,,,,,,,,,,,,,,,,190,1,3,2.8,8
"Rind, Schulter, Braten medium"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",pro 100g essbarer Anteil,617,146,3.6,1.3,1.5,0.3,85,0,0,0,0,28.5,0.1,67.9,,,,,,,,,,,,,,,,,,,,,260,2.4,0.1,8.1,k.A.
"Rind, Schulter, Braten rare"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",pro 100g essbarer Anteil,570,135,3.3,1.2,1.4,0.3,78,0,0,0,0,26.3,0.1,70.4,,,,,,,,,,,,,,,,,,,,,240,2.2,0.1,7.4,k.A.
"Rind, Schulter, Braten well done"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",pro 100g essbarer Anteil,717,170,4.2,1.5,1.7,0.3,98,0,0,0,0,33.1,0.2,62.7,,,,,,,,,,,,,,,,,,,,,300,2.8,0.2,9.4,k.A.
"Rind, Schulter, Braten, roh",pro 100g essbarer Anteil,495,117,3.5,1.2,1.4,0.3,61,0,0,0,0,21.6,0.1,73.8,,,,,,,,,,,,,,,,,,,,,210,1.8,0.1,5.8,k.A.
"Rind, Siedfleisch, durchzogen,  roh",pro 100g essbarer Anteil,946,227,16.6,7,7.6,1,53,0,0,k.A.,0,19.5,0.2,61.7,,,,,,,,,,,,,,,,,,,,,160,1.2,3,3.5,k.A.
"Rind, Siedfleisch, durchzogen, gekocht (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,1150,276,18.9,7.9,8.7,1.2,80,0,0,k.A.,0,26.6,0.1,54.5,,,,,,,,,,,,,,,,,,,,,160,1.8,4.5,5.3,k.A.
"Rind, Siedfleisch, mager, gekocht (ohne Zusatz von Fett and Salz)",pro 100g essbarer Anteil,801,190,7.1,3.3,2.8,0.6,98,0,0,k.A.,0,31.7,0.1,61.2,,,,,,,,,,,,,,,,,,,,,200,2.8,5,7.6,k.A.
"Rind, Siedfleisch, mager, roh",pro 100g essbarer Anteil,555,132,5.5,2.5,2.2,0.5,59,0,0,k.A.,0,20.7,0.1,71.2,,,,,,,,,,,,,,,,,,,,,180,1.7,3,4.9,k.A.
"Rind, Voressen, roh",pro 100g essbarer Anteil,409,97,1.3,0.6,0.6,0.3,54,0,0,k.A.,0,21.2,0.1,74.2,,,,,,,,,,,,,,,,,,,,,180,1.2,3,3.7,6
"Rind, Zunge, roh",pro 100g essbarer Anteil,816,196,13,4.7,6,1.1,108,3.7,0,0,0,16,0.2,66.4,,,,,,,,,,,,,,,,,,,,,160,3,2.3,2.9,k.A.
"Rindfleisch (Durchschnitt exkl. Innereien, Rippensteak), roh",pro 100g essbarer Anteil,565,134,5.4,2.4,2.3,0.3,53,0,0,0,0,21.4,0.1,73.2,,,,,,,,,,,,,,,,,,,,,180,1.8,1.6,4.5,k.A.
"Rindsragout mit Sauce, zubereitet",pro 100g essbarer Anteil,356,85,2.8,0.4,1.9,0.4,31,3,1.5,k.A.,0.6,11.6,0.8,82.1,,,,,,,,,,,,,,,,,,,,,91,0.8,2.2,2.2,k.A.
"Rippli (Nierstück), roh",pro 100g essbarer Anteil,648,155,7.3,2.6,3.4,0.8,51,0.5,0,0,0,21.7,6.2,67.5,,,,,,,,,,,,,,,,,,,,,98,1.5,3.2,1.1,k.A.
"Risotto ohne Käse, gekocht",pro 100g essbarer Anteil,523,124,1.5,0.2,1,0.2,0,24.9,0.7,23,0.5,2.3,0.6,70.9,,,,,,,,,,,,,,,,,,,,,38,0.1,0.9,0.3,k.A.
"Ristretto crème, ungezuckert",pro 100g essbarer Anteil,194,47,4.3,2.6,1,0.2,14,1.3,1.1,0,0.1,0.8,0.1,93.6,,,,,,,,,,,,,,,,,,,,,28,0,3.2,0.1,k.A.
"Riz Casimir mit Kalbfleisch, zubereitet",pro 100g essbarer Anteil,519,123,3.4,0.8,1.7,0.6,17,16.1,3.4,11.2,1,6.6,0.8,73,,,,,,,,,,,,,,,,,,,,,81,0.5,1.4,1.1,k.A.
"Riz Casimir mit Poulet, zubereitet",pro 100g essbarer Anteil,527,125,3.3,0.8,1.7,0.6,16,16.1,3.4,11.2,1,7.2,0.7,72.6,,,,,,,,,,,,,,,,,,,,,80,0.5,1.2,0.5,k.A.
Roggenbrot mit Sauerteig,pro 100g essbarer Anteil,910,215,0.9,0.1,0.1,0.4,0,41.5,3.8,37.6,7.7,6.5,1.3,43.9,,,,,,,,,,,,,,,,,,,,,180,1.8,2.7,1.9,1.8
"Roggenmehl, halbweiss, Typ 815",pro 100g essbarer Anteil,1420,334,1,0.1,0.1,0.5,0,71,6.5,64.1,6.5,6.9,0,13.8,,,,,,,,,,,,,,,,,,,,,130,2.1,2.1,1.5,2
"Roggenmehl, Ruch, Typ 1050",pro 100g essbarer Anteil,1420,336,1.3,0.2,0.1,0.6,0,67.8,6.2,61.6,8.6,9,0,13.3,,,,,,,,,,,,,,,,,,,,,200,2.1,2.9,2.1,2
"Roggenmehl, Vollkorn, Schrot, Typ 1800",pro 100g essbarer Anteil,1420,337,1.5,0.2,0.2,0.7,0,63.1,5.8,56.9,14.1,10.8,0,14.3,,,,,,,,,,,,,,,,,,,,,340,3.2,4.5,3.6,3.2
Roggenschrotbrot,pro 100g essbarer Anteil,994,235,1,0.2,0.1,0.5,0,44.1,3.8,40.1,9.4,7.7,1.4,38.3,,,,,,,,,,,,,,,,,,,,,230,2.2,3.3,2.4,2.4
Rohessspeck,pro 100g essbarer Anteil,1660,400,34.3,13.1,15.5,2.3,62,0.6,0.6,Sp.,0,22.1,3.8,39,,,,,,,,,,,,,,,,,,,,,210,Sp.,Sp.,2.3,9.6
Rohpökelwaren (Durchschnitt),pro 100g essbarer Anteil,1140,274,17.2,6.3,7.7,1.7,74,0.4,0.3,0,0,29.4,4.6,53,,,,,,,,,,,,,,,,,,,,,230,2.8,0,4,k.A.
Rohschinken,pro 100g essbarer Anteil,958,229,11.5,4.3,5.3,0.7,78,0.3,0.3,0,0,31,4.4,51.9,,,,,,,,,,,,,,,,,,,,,290,2.8,Sp.,2.9,15
Rohwürste mit abgebrochener Reifung (Durchschnitt),pro 100g essbarer Anteil,1470,356,31.8,11.8,14.8,3.2,63,0.7,0.7,0,0.2,16.5,2.2,50.8,,,,,,,,,,,,,,,,,,,,,130,0.9,1.3,1.8,k.A.
Rohwürste/Dauerwürste (Durchschnitt),pro 100g essbarer Anteil,1890,456,40.7,15.6,18.6,3.7,80,0.3,0.3,0,0,22,3.7,36.9,,,,,,,,,,,,,,,,,,,,,180,1.5,0.9,3,k.A.
Rollgerste,pro 100g essbarer Anteil,1470,347,1.4,0.3,0.1,0.6,0,71,2.2,68.4,4.6,10.4,0,12.2,,,,,,,,,,,,,,,,,,,,,210,3,1,2.1,2.8
Rollmops,pro 100g essbarer Anteil,1130,270,15.9,3.7,7.9,3,60,19.6,18,0,0,12,3,49.3,,,,,,,,,,,,,,,,,,,,,52,0.9,32,0.6,k.A.
Rollschinken,pro 100g essbarer Anteil,758,181,10.6,4.1,5,0.7,50,1.2,1.2,0,0,20.3,2.9,64.8,,,,,,,,,,,,,,,,,,,,,220,0.7,1.1,2.7,9.2
"Rollschinken, gekocht (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,788,188,9.9,3.8,4.7,0.7,62,1.4,1.4,0,0,23.3,2.2,65.4,,,,,,,,,,,,,,,,,,,,,210,0.8,1.4,3.2,12
Roquefort,pro 100g essbarer Anteil,1500,363,31.7,19,7.4,1.5,95,0.2,0,0,0,19.2,4,42.6,,,,,,,,,,,,,,,,,,,,,430,0.4,40,2.5,k.A.
"Rosenkohl, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,164,39,0.5,0.1,0.1,0.2,0,3.2,2.6,0.5,3.9,3.7,0,88.8,,,,,,,,,,,,,,,,,,,,,70,0.8,0.6,0.5,k.A.
"Rosenkohl, roh",pro 100g essbarer Anteil,180,43,0.5,0.1,0.1,0.2,0,3.5,2.9,0.6,4.3,4,0,87,,,,,,,,,,,,,,,,,,,,,77,1.1,0.7,0.5,k.A.
"Rosine, getrocknet",pro 100g essbarer Anteil,1360,321,0.9,0.3,0.3,0.2,0,73.2,70.3,0.5,4.2,3,0.1,16,,,,,,,,,,,,,,,,,,,,,110,2.3,2,0.2,0.6
"Rosmarin, roh",pro 100g essbarer Anteil,260,62,2.5,0.5,0.1,1.4,0,7.7,7.6,0.1,2.9,0.8,0,85,,,,,,,,,,,,,,,,,,,,,12,4.8,1,0.5,k.A.
"Rösti (Fertig-Rösti), ungebraten",pro 100g essbarer Anteil,629,150,5.7,0.4,4.2,0.8,0,20.7,0.9,19.5,2.7,2.6,1.3,68.2,,,,,,,,,,,,,,,,,,,,,62,0.5,5.4,0.4,k.A.
"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,109,26,0.3,0,0,0.1,0,3.4,3.4,0,2.6,1.2,0,92.5,,,,,,,,,,,,,,,,,,,,,32,0.4,2.6,0.2,k.A.
"Rotkohl, roh",pro 100g essbarer Anteil,127,30,0.3,0,0,0.2,0,4,4,0,3,1.4,0,90.6,,,,,,,,,,,,,,,,,,,,,36,0.5,2.9,0.2,k.A.
Ruchbrot,pro 100g essbarer Anteil,991,234,1.2,0.2,0.1,0.6,0,44.3,0.5,43.5,4.1,9.5,1.6,41.8,,,,,,,,,,,,,,,,,,,,,150,1.6,1.3,1.3,3.4
Ruchbrot (mit jodiertem Kochsalz),pro 100g essbarer Anteil,991,234,1.2,0.2,0.1,0.6,0,44.3,0.5,43.5,4.1,9.5,1.6,41.8,,,,,,,,,,,,,,,,,,,,,150,1.6,40,1.3,3.4
"Rucola, roh",pro 100g essbarer Anteil,119,28,0.7,0.1,0.1,0.3,0,2.1,2.1,Sp.,1.6,2.6,0.1,91.7,,,,,,,,,,,,,,,,,,,,,52,1.5,Sp.,0.4,k.A.
Rüeblitorte,pro 100g essbarer Anteil,1270,303,16.4,1.8,9.2,3.5,92,25.7,19.9,5.6,3.9,11.2,0.2,44,,,,,,,,,,,,,,,,,,,,,200,1.8,11,1.3,k.A.
"Rührei mit Champignons, zubereitet",pro 100g essbarer Anteil,529,127,9,3.1,3,1.3,251,1.5,1.4,0,0.4,9.9,0.7,79.4,,,,,,,,,,,,,,,,,,,,,170,1.4,32,1,k.A.
"Rührei mit Käse, zubereitet",pro 100g essbarer Anteil,651,157,11.6,4.3,3.8,1.5,297,1.3,1.3,0,0,11.8,0.9,75.3,,,,,,,,,,,,,,,,,,,,,210,1.5,36,1.2,k.A.
"Rührei mit Kräutern, zubereitet",pro 100g essbarer Anteil,585,141,10,3.5,3.4,1.4,279,1.9,1.6,0.2,0.4,10.6,0.8,77.1,,,,,,,,,,,,,,,,,,,,,180,1.9,33,1.1,k.A.
"Rührei mit Schinken, zubereitet",pro 100g essbarer Anteil,597,143,9.7,3.4,3.3,1.3,268,1.3,1.3,0,0,12.8,1,76.2,,,,,,,,,,,,,,,,,,,,,210,1.4,31,1.3,17
"Rührei, zubereitet",pro 100g essbarer Anteil,613,147,10.8,3.8,3.7,1.5,303,1.3,1.3,0,0,11.2,0.8,76.7,,,,,,,,,,,,,,,,,,,,,190,1.5,35,1.1,18
"Rührteigcake Gleichschwer""""",pro 100g essbarer Anteil,1800,430,24.7,13.7,6.1,1.7,158,44.8,26.7,17.9,0.9,6.9,0.2,23.1,,,,,,,,,,,,,,,,,,,,,94,0.9,12,0.7,6.9
"Russischer Salat, zubereitet",pro 100g essbarer Anteil,813,196,15.9,2.1,11.4,1.4,49,9.7,1.8,7.7,2.2,2.5,0.3,69.7,,,,,,,,,,,,,,,,,,,,,63,0.7,7.4,0.4,k.A.
"Sablé, Butter",pro 100g essbarer Anteil,1980,474,26.2,15.5,6.1,1.5,69,53.1,17.8,34.9,1.6,5.9,0.1,13.8,,,,,,,,,,,,,,,,,,,,,37,0.3,0.4,0.3,1.3
Salametti,pro 100g essbarer Anteil,1420,343,31.4,11.8,14.7,3.3,59,0.3,0.3,0,0,14.8,2.8,53.5,,,,,,,,,,,,,,,,,,,,,130,0.9,0.6,1.7,k.A.
Salami,pro 100g essbarer Anteil,1520,367,30.1,11.3,13.4,2.7,84,Sp.,Sp.,0,0,24.1,3.9,40.2,,,,,,,,,,,,,,,,,,,,,200,1.3,0.9,3,13
Salami (Billiglinie),pro 100g essbarer Anteil,1750,422,37.1,13.6,15.7,3.1,76,0,0,0,0,22,3.8,36,,,,,,,,,,,,,,,,,,,,,k.A.,1.2,k.A.,2.7,12
"Salatsauce französisch, hausgemacht (mit Rapsöl)",pro 100 ml,1770,430,46.9,5.4,19.8,19.3,48,0.8,0.5,0,0.4,0.9,1.3,51,,,,,,,,,,,,,,,,,,,,,35,0.4,5.9,0.2,k.A.
"Salatsauce italienisch, hausgemacht (mit Olivenöl)",pro 100 ml,1910,464,50.7,6,38.1,3.8,0,1.4,0.3,1,0.1,0.4,0.7,47.3,,,,,,,,,,,,,,,,,,,,,14,0.2,3,0.2,k.A.
"Salatsauce, französisch",pro 100g essbarer Anteil,1480,360,37.3,4.2,13.2,18.2,75,4.5,4.4,0,0.3,1.4,2,53,,,,,,,,,,,,,,,,,,,,,46,0.5,8.8,0.3,k.A.
"Salatsauce, italienisch",pro 100g essbarer Anteil,1270,309,32.1,3.2,15.9,11.4,0,4.9,4.1,0,0.1,0.1,2,59.4,,,,,,,,,,,,,,,,,,,,,5.9,0.2,53,0.1,k.A.
"Salbei, roh",pro 100g essbarer Anteil,246,59,2.1,1.1,0.3,0.3,0,6.9,6.8,0.1,2.9,1.7,0,85,,,,,,,,,,,,,,,,,,,,,15,4.5,1,0.8,k.A.
Salsiz,pro 100g essbarer Anteil,1720,415,34.9,13.6,15.7,3,80,0,0,0,0,25.2,3.9,34.4,,,,,,,,,,,,,,,,,,,,,150,2.2,k.A.,4,12
"Saltimbocca, gebraten in HOLL-Rapsöl",pro 100g essbarer Anteil,905,216,11.2,1.8,7.2,1.2,85,0.1,0.1,0,0,28.8,1.7,59.9,,,,,,,,,,,,,,,,,,,,,250,3,0.2,3.1,k.A.
"Salz, Himalayasalz",pro 100g essbarer Anteil,0,0,0,0,0,0,0,0,0,0,0,0,95,3.6,,,,,,,,,,,,,,,,,,,,,Sp.,24,0,0,k.A.
"Salz, Meersalz, Fleur de sel",pro 100g essbarer Anteil,0,0,0,0,0,0,0,0,0,0,0,0,95,3.8,,,,,,,,,,,,,,,,,,,,,Sp.,Sp.,3.8,0,k.A.
"Salz, Meersalz, Standard, weiss, ohne zugesetztes Jod und Fluor ",pro 100g essbarer Anteil,0,0,0,0,0,0,0,0,0,0,0,0,99,0.3,,,,,,,,,,,,,,,,,,,,,Sp.,Sp.,1.8,0,0
"Samen, Kerne, Nüsse (Durchschnitt), ungesalzen",pro 100g essbarer Anteil,2530,612,52.5,8.9,20.8,18.4,0,9.1,3.7,2.7,9.7,20.9,0,10.9,,,,,,,,,,,,,,,,,,,,,530,4.5,5.1,4,27
"Samosa, frittiert",pro 100g essbarer Anteil,1530,367,23.5,4.8,12.5,4.5,0,31.1,2.4,28.3,3.3,6.3,0.8,36.2,,,,,,,,,,,,,,,,,,,,,92,1.1,2.9,0.7,0.8
"Samosa, gebacken",pro 100g essbarer Anteil,1410,337,19.1,4.7,8.8,4.1,0,33,2.5,30.1,3.5,6.7,0.9,38.2,,,,,,,,,,,,,,,,,,,,,97,1.2,3.1,0.7,0.8
Sandwich (Baguette) mit Aufschnitt,pro 100g essbarer Anteil,657,157,7,1.9,2.6,2.1,14,17.3,2.1,15.1,1.5,5.4,0.8,69,,,,,,,,,,,,,,,,,,,,,62,0.6,1.8,0.5,k.A.
Sandwich (Baguette) mit Fleischkäse,pro 100g essbarer Anteil,921,220,9.3,2.2,3.2,3.2,70,25.1,1.1,23.7,1.6,8,1.2,56.3,,,,,,,,,,,,,,,,,,,,,93,0.8,5,0.7,k.A.
Sandwich (Baguette) mit Halbhartkäse,pro 100g essbarer Anteil,749,179,7.6,2.8,1.9,2.3,17,20,1.3,18.5,1.7,6.7,1.1,64.2,,,,,,,,,,,,,,,,,,,,,110,0.7,3,0.8,k.A.
Sandwich (Baguette) mit Mozzarella,pro 100g essbarer Anteil,685,163,6.2,1.9,1.7,2.2,12,20.1,1.4,18.5,1.7,5.9,1,66.4,,,,,,,,,,,,,,,,,,,,,80,0.7,1.8,0.7,k.A.
Sandwich (Baguette) mit Rohschinken,pro 100g essbarer Anteil,692,165,5.7,1.3,1.9,2.1,19,18.7,1.3,17.2,1.5,8.8,1.4,65.5,,,,,,,,,,,,,,,,,,,,,88,1,1.7,0.8,k.A.
Sandwich (Baguette) mit Salami,pro 100g essbarer Anteil,662,158,6.5,1.6,2.2,2.1,14,18.4,2.1,16.1,1.7,5.8,1.2,68,,,,,,,,,,,,,,,,,,,,,60,0.7,1.4,0.6,k.A.
Sandwich (Baguette) mit Schinken,pro 100g essbarer Anteil,551,131,3.7,0.6,1.1,1.7,12,17.4,2.1,15.1,1.6,6.3,1.2,71.3,,,,,,,,,,,,,,,,,,,,,88,0.7,1.8,0.6,k.A.
Sandwich (Baguette) mit Trockenfleisch,pro 100g essbarer Anteil,593,141,3.9,0.7,1.1,1.8,14,18.4,2.1,16.1,1.7,7.2,1.2,69,,,,,,,,,,,,,,,,,,,,,73,1,1.3,1,k.A.
Sandwich (Baguette) mit Weichkäse,pro 100g essbarer Anteil,766,183,7.6,2.6,1.9,2.4,17,21.4,1.2,19.9,1.7,6.3,1.3,63.3,,,,,,,,,,,,,,,,,,,,,81,0.7,3.3,0.7,k.A.
Sandwich (Ruchbrot) mit Aufschnitt,pro 100g essbarer Anteil,630,151,7.1,1.9,2.6,2.1,14,15.3,2.1,13.1,1.9,5.5,0.8,70.5,,,,,,,,,,,,,,,,,,,,,83,0.8,1.9,0.7,k.A.
Sandwich (Ruchbrot) mit Fleischkäse,pro 100g essbarer Anteil,879,210,9.5,2.3,3.3,3.2,70,21.9,1.1,20.6,2.2,8.2,1.1,58.7,,,,,,,,,,,,,,,,,,,,,130,1.1,5.2,1,k.A.
Sandwich (Ruchbrot) mit Halbhartkäse,pro 100g essbarer Anteil,716,171,7.7,2.8,1.9,2.3,17,17.5,1.3,16,2.1,6.9,1.1,66.1,,,,,,,,,,,,,,,,,,,,,130,0.9,3.1,1.1,k.A.
Sandwich (Ruchbrot) mit Mozzarella,pro 100g essbarer Anteil,653,156,6.3,1.9,1.8,2.2,12,17.6,1.4,16,2.1,6.1,1,68.2,,,,,,,,,,,,,,,,,,,,,110,0.9,1.9,0.9,k.A.
Sandwich (Ruchbrot) mit Rohschinken,pro 100g essbarer Anteil,662,158,5.8,1.3,1.9,2.1,19,16.3,1.3,14.9,1.9,9,1.3,67.2,,,,,,,,,,,,,,,,,,,,,110,1.2,1.8,1,k.A.
Sandwich (Ruchbrot) mit Salami,pro 100g essbarer Anteil,634,151,6.5,1.6,2.2,2.1,14,16.2,2.1,14,2,5.9,1.2,69.6,,,,,,,,,,,,,,,,,,,,,83,0.9,1.5,0.8,k.A.
Sandwich (Ruchbrot) mit Schinken,pro 100g essbarer Anteil,524,125,3.8,0.6,1.1,1.8,12,15.3,2.1,13.1,1.9,6.5,1.1,72.8,,,,,,,,,,,,,,,,,,,,,110,0.9,1.9,0.8,k.A.
Sandwich (Ruchbrot) mit Trockenfleisch,pro 100g essbarer Anteil,565,134,4,0.7,1.1,1.9,14,16.2,2.1,14,2,7.4,1.2,70.6,,,,,,,,,,,,,,,,,,,,,95,1.2,1.5,1.2,k.A.
Sandwich (Ruchbrot) mit Weichkäse,pro 100g essbarer Anteil,731,174,7.7,2.6,1.9,2.5,17,18.6,1.2,17.3,2.2,6.5,1.3,65.2,,,,,,,,,,,,,,,,,,,,,110,1,3.4,0.9,k.A.
"Sardelle im Öl, abgetropft",pro 100g essbarer Anteil,765,182,8.5,2.9,3.4,1.3,76,0.2,0.1,Sp.,0,26.4,12,55.1,,,,,,,,,,,,,,,,,,,,,280,2.7,30,1.7,k.A.
Sardellenpaste,pro 100g essbarer Anteil,1130,272,21.3,4,13.8,2.1,57,0.2,0.1,0,0,19.8,19,58.7,,,,,,,,,,,,,,,,,,,,,210,2.1,25,1.3,k.A.
"Sardine im Öl, abgetropft",pro 100g essbarer Anteil,898,215,13.7,2.8,4.7,4.9,72,0,0,0,0,23,1.2,59.8,,,,,,,,,,,,,,,,,,,,,470,2.5,26,2.3,k.A.
"Sardine, roh",pro 100g essbarer Anteil,680,163,9,2.6,2.4,2.6,100,0,0,0,0,20.4,0.3,69,,,,,,,,,,,,,,,,,,,,,270,1.4,32,2.9,k.A.
Saucisse aux choux,pro 100g essbarer Anteil,1490,361,32.3,11.7,15,3.6,46,1.5,1.5,0,0.7,15.9,2.5,49.7,,,,,,,,,,,,,,,,,,,,,73,0.7,1.4,1.1,k.A.
Saucisson,pro 100g essbarer Anteil,1930,467,44.2,16.1,20.5,4.8,71,0.5,0.5,0,0,16.7,2.5,38.6,,,,,,,,,,,,,,,,,,,,,79,1,1.1,1.8,k.A.
Saucisson vaudois,pro 100g essbarer Anteil,1480,358,32.3,12,14.8,2.9,71,0.2,0.2,0,0,16.5,2.1,47.9,,,,,,,,,,,,,,,,,,,,,170,0.7,k.A.,1.8,9.4
"Saucisson, gekocht (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,2110,511,47.9,17.5,22.3,5.2,85,0.6,0.6,0,0,19.3,2.6,32.2,,,,,,,,,,,,,,,,,,,,,95,1.1,1.3,2.1,k.A.
"Sauerkraut, in Essig eingelegt",pro 100g essbarer Anteil,80,19,0.3,0.1,0,0.2,0,1.7,Sp.,Sp.,2.2,1.3,1.4,91.4,,,,,,,,,,,,,,,,,,,,,30,0.5,3.1,0.3,k.A.
Sauerrahm,pro 100g essbarer Anteil,1380,336,35,21,8.2,1.6,105,2.8,2.8,0,0,2.4,0.1,58,,,,,,,,,,,,,,,,,,,,,64,0.1,9,0.3,k.A.
Saurer Halbrahm,pro 100g essbarer Anteil,715,173,16.6,10.8,4.3,0.8,50,3.2,3.2,0,0,2.7,0.1,77.3,,,,,,,,,,,,,,,,,,,,,80,0.1,11,0.4,k.A.
Sbrinz,pro 100g essbarer Anteil,1720,415,33.2,19.9,7.8,1.5,100,0,0,0,0,28,1.8,31.9,,,,,,,,,,,,,,,,,,,,,660,0.3,40,4.3,k.A.
"Scampi (Kaisergranat), roh",pro 100g essbarer Anteil,395,93,1.3,0.2,0.3,0.4,95,0.8,0,0.8,0,19.6,0.9,75.9,,,,,,,,,,,,,,,,,,,,,180,2,240,4.6,k.A.
Schafmilch,pro 100 ml,435,105,7.1,4.1,1.7,0.5,27,4.7,4.7,0,0,5.5,0.1,81.8,,,,,,,,,,,,,,,,,,,,,140,0,10,0.5,k.A.
Schaumwein,pro 100 ml,293,71,0,0,0,0,0,1.5,1.5,Sp.,0,0.2,0,89,,,,,,,,,,,,,,,,,,,,,7,0.8,10,0,k.A.
